userId,movieId,tag,timestamp
4450,46723,deafness,1413522601
4450,52241,short-term memory loss,1409965643
4450,57669,foul language,1242013487
4450,64614,Detroit,1249333557
4450,65612,based on a book,1273425964
4450,84601,conspiracy,1337287197
4450,93805,Nazis,1391396566
4450,112596,love triangle,1411006055
4660,65682,gothic,1246651397
4851,1234,Robert Redford,1296728728
4931,3752,Renee Zellweger,1158141587
5036,902,Netflix Finland,1358714735
5036,7234,Oscar (Best Foreign Language Film),1246822983
5036,27838,drama,1315063581
5036,27904,surreal,1259966008
5063,60069,post-apocalyptic,1246498470
5128,5107,not what it said on the tin,1189340859
5268,318,based on book,1180577779
5303,48593,election,1170883275
5475,1376,Based on a TV show,1347775610
5475,5618,anime,1347774356
5475,71254,Red One Camera,1294826044
5515,88163,plot twist,1327181411
5691,27904,based on a book,1293444650
5936,1245,Coen Brothers,1365188088
6057,62434,Kevin Smith,1311936976
6233,34437,Bill Murray,1401865382
6233,89864,humor,1378256243
6431,733,Sean Connery,1328613776
6431,924,surreal,1328610237
6431,1208,surreal,1351688718
6431,1676,future,1328610997
6431,2959,dark comedy,1334597564
6431,6874,Revenge,1328614292
6431,7361,memory,1328612269
6431,31660,steampunk,1329528521
6431,37380,videogame,1328899153
6431,68554,unrealistic,1328623275
6889,1262,WWII,1251085903
6988,180,good dialogue,1253750033
6988,741,cyberpunk,1253730915
6988,1676,deadpan,1253753168
6988,2502,hilarious,1253752727
6988,3910,bjork,1254013418
6988,6890,austere,1254015665
6988,7351,artist,1253751257
6988,8966,genius,1254014985
6988,26934,insane,1278005864
6988,62511,New York City,1254014222
6988,66665,philosophical,1260644197
6988,71535,gore,1268763695
7434,736,adventure,1366490181
7434,46335,fantasy,1385913581
7434,91485,dialogue,1350319372
7434,96737,police corruption,1356737355
7487,474,Clint Eastwood,1366499111
7487,7018,fantastic plot twister,1366499510
7606,318,tim robbins performance,1194234482
7723,2322,Futuristmovies.com,1137293457
7884,1959,colonialism,1272507639
7884,7458,Brad Pitt,1272505899
8151,4422,Liv Ullmann,1277920004
8207,4015,complete garbage,1322762427
8219,7361,Charlie Kaufman,1160866226
8364,57669,irreverent,1331494243
8488,950,detective,1367617224
8601,43677,black civil rights,1393127688
9197,2929,Socialism,1308558728
9197,3174,biography,1137104645
9263,924,artificial intelligence,1169945239
9397,4226,memory,1284296453
9397,34319,slavery,1284314218
9430,1211,enigmatic,1418829762
9430,2628,George Lucas,1420873589
9815,198,rape,1400972340
9815,841,gruesome,1310213562
9815,1089,low budget,1310018877
9815,1197,classic,1311008889
9815,1214,atmospheric,1410869734
9815,2019,black and white,1420693365
9815,2551,siblings,1311009214
9815,2571,atmospheric,1310371534
9815,2916,Philip K. Dick,1310371197
9815,3476,nonlinear,1348103855
9815,3897,drama,1400939667
9815,5666,literary adaptation,1310831070
9815,6639,blind woman,1410869398
9815,8507,controversial,1310384816
9815,8507,touching,1310384862
9815,27904,drug abuse,1310385325
9815,48780,revenge,1400939217
10164,218,women,1368064053
10164,2410,boxing,1270349432
10164,34488,less than 300 ratings,1263266349
10164,49389,less than 300 ratings,1283053249
10189,2529,dystopia,1244668831
10189,4591,Monty Python,1258871424
10292,6755,mummy,1137304461
10426,5379,skinhead,1208432670
10514,2959,Brad Pitt,1330187581
10514,39381,John Hurt,1332100218
10514,39869,racism,1332474812
10514,87529,Natalie Portman,1331766800
10514,102125,superhero,1367378448
10573,2184,black comedy,1178050231
10573,5962,so bad it's funny,1144971403
10573,8256,17th century,1144970304
10616,784,Comedy,1317100960
10616,2412,sport:boxing,1316925858
10616,3967,father son relationship,1251399917
10616,6270,Poor plot development,1270195159
10616,8529,affection for the main character,1241152581
10616,42422,sci-fi,1246340607
10616,55765,based on a true story,1381770088
10616,68959,nazis,1246903942
10616,69122,Zach Galifianakis,1323056235
10616,71057,man versus machine,1269668104
10616,71057,sci-fi,1269668085
10616,76054,environment,1308161981
10616,76175,Perseus,1272520600
10616,78637,Rumpelstiltskin,1292907513
10616,79357,immortality,1373171944
10616,81537,Michelle Monaghan,1297094391
10616,99728,Ryan Gosling,1366237471
10616,101283,jim carrey,1372181816
10616,107958,stupid plot,1396828807
10781,40629,prejudice,1177549839
10809,3421,college,1164228539
10809,39446,all about blood and gore,1163739277
11081,308,biting,1171431338
11081,903,SELF-DESTRUCTIVE ROMANCE,1172966656
11081,968,paranoid,1172391527
11081,1203,claustrophobic,1172056439
11081,1217,poignant,1172210999
11081,1483,disturbing,1171676715
11081,1889,cynical,1171265643
11081,2321,satirical,1171693986
11081,2858,satirical,1171184139
11081,2943,atmospheric,1172959038
11081,3620,understated,1172364129
11081,4194,witty,1171325062
11081,5690,somber,1171694304
11081,7089,SMALL-TOWN LIFE,1172882754
11081,7130,wry,1171280050
11081,7297,quirky,1173217065
11081,7767,poignant,1173214240
11081,7939,deliberate,1171606750
11081,8786,bleak,1171147255
11081,26119,disturbing,1171265116
11081,26965,BOXERS,1173105302
11248,648,Tom Cruise,1242854707
11248,5617,Maggie Gyllenhaal,1241469090
11248,27370,philosophical,1294347253
11248,32019,manifold storyline,1241949791
11248,34405,Alan Tudyk,1293225002
11248,52865,Paul Rudd,1295044461
11248,53769,atmospheric,1344796205
11248,60072,adapted from:comic,1241950107
11248,68963,Jessica Biel,1289291107
11248,78574,drama,1310892321
11248,79242,lesbian,1292883319
11248,87403,Robin McLeavy,1307603799
11248,91974,visually appealing,1328392084
11248,109848,Scarlett Johansson,1403726406
11248,114601,Jason Bateman,1417466824
11248,115231,Naomi Watts,1420552742
11832,85367,satire: plastic surgery,1411566467
11867,2925,cinematography,1424874762
11917,38886,dysfunctional family,1297971444
12271,6725,Steve Martin,1165430055
12288,1347,Wes Craven,1139677590
12343,6214,reverse timeline,1304742036
12343,79132,Leonardo DiCaprio,1280465447
12533,5450,racism,1313535353
13380,355,Based on a TV show,1374384679
13500,84152,Bradley Cooper,1358482332
13688,441,Highly quotable,1264370159
13818,37729,animation,1249763472
14088,231,road trip,1322948347
14193,1683,Charlotte Rampling,1427126612
14280,1307,unlikely friendships,1368798368
14339,98809,adventure,1384607715
14402,44199,Denzel Washington,1363648333
14437,56607,afghanistan,1287314933
14440,1405,dry humor,1314859569
14440,39183,scenic,1324346064
14440,89904,original,1329711025
14809,79242,intelligent,1364978715
14916,1610,thriller,1368954368
14916,4901,Robert Redford,1369499273
14916,6093,Animation,1412444085
14916,7181,Black & White,1427398880
14916,8533,Ryan Gosling,1383372196
14916,85131,CGI,1303437776
14916,88129,Morality Play,1318291657
14916,104841,Space,1409946676
14916,107980,Post Traumatic Stress Disorder,1398718711
14916,112556,Blackmail,1413047957
14947,1214,space ship,1285738202
14947,2949,mad scientist,1335712118
14947,47629,Helen Mirren,1283985021
15324,7445,Murder,1278369678
15324,33410,Scam,1274648757
15324,71500,made for TV,1264144360
15492,59369,thriller,1392305741
15492,69306,subway,1392305807
15648,2078,classic,1139767674
15793,58303,Nudity (Topless - Brief),1389236695
16144,4641,Scarlett Johansson,1423080764
16589,48082,stylized,1306135044
16724,5816,sequel,1183691075
16724,34542,biopic,1186518270
16724,41569,Better than expected,1184638935
16724,53125,pirates,1218259070
16724,57368,Handycam,1219801725
16724,59315,murder,1258408760
16724,66798,Steve Martin,1245273372
16724,81845,Oscar (Best Picture),1305424174
16745,3200,erlend's DVDs,1289273882
16766,66171,weak plot,1288333311
16936,61246,bad parody,1350228809
17112,4226,nonlinear,1378413298
17207,86320,beautiful cinematography,1363378943
17522,778,black comedy,1341774100
17799,1921,existentialism,1379429080
17799,3160,melancholy,1379428517
18115,4218,high school,1242665083
3576,52975,cameo: John Waters,1219348412
4450,46850,gay propaganda,1176511242
4450,71156,hippies,1283816178
4450,91126,World War I,1340941867
6988,2731,Paris,1253674615
6988,48165,leni tanzer,1258353346
7434,89492,intelligent,1339961278
9197,543,quirky,1305523049
9815,44191,England,1311010042
9815,50912,amazing,1386887118
10514,93510,Jonah Hill,1337689118
10616,1704,school drama,1398833807
10616,2297,alternate reality,1271544138
10616,51317,Marcelo PiÃ±eyro,1289632298
10616,69830,iron maiden,1288101428
10616,69844,based on a book,1252819678
10616,74532,baseball,1284400607
10809,903,Alfred Hitchcock,1286929379
11081,334,intimate,1173101643
11081,1305,meditative,1172217052
11081,6301,DANGEROUS FRIENDS,1172875200
11081,8143,elegiac,1172036661
11248,68848,Adrien Brody,1307200029
11263,86290,profound,1309857755
11362,1213,Martin Scorsese,1311553260
12288,6539,Johnny Depp,1139559699
12533,52328,effects,1313193421
13285,2502,technology,1137344083
13285,3379,nuclear,1140105970
13494,97908,coming of age,1351713468
13818,2858,Nudity (Topless - Notable),1249762475
14437,5667,coming of age,1285612964
14440,74624,mathematics,1321588287
14916,1270,Lea Thompson,1417285562
14916,7293,Sean Astin,1417284882
14947,5663,ghosts,1287853103
14947,67255,hackers,1300661082
14947,68157,Brad Pitt,1283000677
15908,8644,android(s)/cyborg(s),1322332349
15908,45499,Ellen Page,1300020192
16231,1089,stylish,1368109769
16555,44191,visually appealing,1307444822
16724,2115,archaeology,1217376888
16724,5991,murder,1184639010
16724,52281,2 movies in 1,1181227578
16724,52973,absolutely hilarious,1182789240
16936,2701,steampunk,1321365897
17127,57368,"""""""found footage""""""",1366056511
18115,81932,high jumping,1301629674
18115,86628,warriors,1318472332
18115,89039,felon,1418362100
18152,101864,dystopia,1395891995
18204,46976,touching,1360256373
18390,2167,blindness,1161648939
18390,2353,ensemble cast,1161648867
18390,37729,comedy,1161647325
18758,3146,Nudity (Topless - Brief),1360843832
18998,53121,franchise,1368424938
19293,6365,cyberpunk,1247856914
19293,27674,dark comedy,1247911257
19293,79553,Donnie Yen,1281015585
19356,3210,Sean Penn,1307382576
19356,6870,working class,1307470497
19362,838,comedy,1187597808
19375,8644,artificial intelligence,1378424434
19560,49917,documentary,1293923472
19560,74733,blackmail,1269802211
19800,2011,seen more than once,1249631634
19800,2858,Kevin Spacey,1248694935
19800,8636,superhero,1249595116
19800,68358,future,1249651297
19800,80860,Katherine Heigl,1296463280
19915,56949,comedy romance,1361907644
20028,8024,Samantha Mathis,1309500857
20028,8666,to see: superhero,1353797445
20134,1265,alternate reality,1250191111
20246,4226,investigation,1378745463
20330,296,Quentin Tarantino,1308841432
20388,1198,snakes,1140446921
20388,1387,spielberg,1368761226
20388,3927,body,1140446436
20388,4993,elves,1140446536
20388,5378,droids,1140447385
20530,72720,1960s,1367476951
20530,106920,artificial intelligence,1390576658
20845,288,serial killer,1183394087
20845,996,remake,1296859658
20845,2420,martial arts,1152558361
20845,2716,ghosts,1154023321
20845,3544,clowns,1152032649
20845,4210,Hannibal Lecter,1185469984
20845,4214,college,1153762373
20845,7881,zombies,1185471413
20845,8501,remade,1259891130
20845,8633,spaceflight,1260321001
20845,58287,easily confused with other movie(s) (title),1242083766
20845,58297,post-apocalyptic,1241453719
21058,1884,journalism,1399684470
21058,4865,Nudity (Full Frontal),1399434113
21058,67255,dark,1399433567
21177,3977,sexy,1289363182
21177,80219,Nudity,1289367550
21391,2193,wizards,1368790521
21455,231,road trip,1297106033
21455,1732,cult film,1297091770
21746,1777,Drew Barrymore,1315883354
21817,589,action,1163101268
21921,68835,musical,1425006562
22074,628,Thriller,1291059860
22074,924,aliens,1291059428
22074,7387,disturbing,1291061576
22074,27491,scary,1291063641
22178,1333,suspense,1368331696
22178,1704,Matt Damon,1306971712
22178,2617,librarians,1364673417
22178,5171,H.G. Wells,1372879669
22178,48394,surreal,1306944044
22323,50,complicated,1373919250
22323,2022,Bible,1342818405
22323,5881,surreal,1381944540
22323,40583,cerebral,1378931357
22323,47610,all spelled out,1394227878
22323,71899,mental illness,1397159916
22323,95218,dance,1372620171
22337,47518,jonossa,1169244725
22377,172,Henry Rollins,1395595074
22377,593,excellent script,1374782815
22377,750,military,1374348036
22377,1222,suicide,1374348188
22377,1513,Mira Sorvino,1395595968
22377,2160,satanism,1374998974
22377,27801,motorcycle,1378596453
22483,5954,no less than a 4.5,1189967404
22600,318,Morgan Freeman,1364709024
22693,80831,shot by shot remake,1316380671
22963,85342,drugs,1399229160
23068,1837,Richard Riehle,1217523788
23068,1907,Pat Morita,1217360829
23068,3325,Michael Vartan,1217387573
23068,26139,Kirk Douglas,1215703896
23088,4164,Samuel L. Jackson,1245221671
23300,73321,twist ending,1304309756
23504,109487,space,1422548863
23695,5630,Anthony Hopkins,1215514152
23700,48774,food for thought,1175972903
23982,110,Scotland,1318362583
23982,661,claymation,1316033266
23982,1374,sci-fi,1332654332
23982,47287,Monologue,1327261366
23982,48780,Christian Bale,1320807101
23982,50798,Rap,1315521468
23982,53468,Canadian,1322278793
23982,58332,zombies,1312695683
23982,66509,Seth Rogen,1315697785
23982,68659,Kevin Smith,1315649474
23982,69640,1930s,1315596851
23982,70533,amazing artwork,1388041969
23982,75985,twist ending,1312730354
23982,91273,Stylised,1322296555
23982,93840,Chris Helmsworth,1334968782
24127,1092,debased,1165357977
24127,42018,nude show,1165359378
24127,45732,adult comedy,1174172992
24174,6787,story,1368917930
24434,48,Ø§Ø­Ø³Ø§Ø³Ø§ØªÙŠ,1140682286
24645,1199,dreamlike,1260669125
24718,1274,katsuhiro otomo,1367968056
24828,2571,computers,1284961918
24902,2572,actually funny,1282079933
24903,4816,ben stiller,1242317282
24903,68358,time travel,1242185941
24903,69526,Megan Fox,1247104634
24945,2502,satire,1255304147
24945,4963,George Clooney,1255304223
24945,7153,original plot,1255299940
24945,56003,weird,1291248134
24945,58559,Christian Bale,1255311672
24945,59315,super hero,1255309208
24965,1580,plot twist,1314761399
25004,1270,spielberg,1368810375
25004,2022,christian,1368809665
25004,4014,small town,1308177310
25004,50685,pro-life,1308166645
25019,48774,dystopia,1296405381
25019,68358,space travel,1269035159
25019,89190,Smirk,1340025877
25564,98607,anime,1406555092
25591,2502,cult film,1243408575
25591,2892,Gretchen Mol,1288564585
25591,7371,social commentary,1384806237
25737,223,witty,1296451285
25737,1199,satire,1296345622
25737,6780,handicapped,1300418065
25737,6942,England,1295681398
25737,8861,Milla Jovovich,1298082816
25737,8910,Naomi Watts,1296357782
25737,34338,obscenity,1296450877
25737,47937,horror,1297315867
25737,53318,alternate reality,1262748655
25737,56367,witty,1296030403
25737,58297,sexy,1298081021
25737,61132,not funny,1296345799
25737,71131,gay,1295681757
25737,71248,black comedy,1301283841
25737,72787,british,1296344143
25737,74677,free to download,1348685245
25737,78772,based on a book,1296459380
25737,79879,3D version,1298782092
25825,34405,good sci-fi flick,1138797348
25880,50798,awful,1253907335
25978,30861,Period piece,1386169191
25978,104552,psychic powers,1413254104
25978,106696,music,1397350709
26001,920,too long,1376871675
26028,86345,stand-up comedy,1393445646
26159,318,prison,1158858155
26391,1036,action,1269448324
26391,1090,Oliver Stone,1269447431
26391,40819,addiction,1269619172
26391,52462,beginning,1269447011
26445,1192,lgbt,1413330367
26445,2336,cate blanchett,1411697712
26445,79242,dysfunctional family,1413330113
26831,3052,Matt Damon,1167910052
26831,53125,Johnny Depp,1189768803
26835,1200,action,1279719253
26835,31658,Studio Ghibli,1248385689
26835,58025,terrible plot,1250704416
26835,68791,Christian Bale,1262721884
26835,72998,cgi,1262158460
26855,16,Joe Pesci,1365834323
26855,132,Chazz Palminteri,1368249588
26855,1784,Jack Nicholson,1367564687
26855,2412,Sylvester Stallone,1368944347
26855,4814,Michael Douglas,1367564236
26855,62553,Queen Latifah,1367563761
26855,86911,Bachelor Party,1368678224
26864,4367,heroine in tight suit,1353769613
27074,518,Alan Parker,1137994213
27247,61240,vampires,1236830207
27365,50,keyser sose,1156103402
27647,778,black comedy,1354454094
27647,1732,drugs,1345747415
27647,2122,stephen king,1364157836
27647,3863,dreamlike,1358755615
27647,6953,nonlinear,1368383622
27731,3253,Based on a TV show,1295571039
27731,74541,funny,1296456252
27898,70,Sexualized violence,1267983261
27898,714,Bechdel Test:Fail,1358098869
27898,841,surgery,1325664728
27898,1566,Greek mythology,1268327029
27898,2505,Nicolas Cage,1304283282
27898,3101,adultery,1279966467
27898,3949,cinematography,1268076606
27898,5602,British,1267984301
27898,6396,family gatherings,1304631608
27898,8670,mental hospital,1296504386
27898,26266,hippies,1413835526
27898,26383,science,1326717117
27898,40586,quirky,1404683052
27898,48385,prostitution,1323114005
27898,49651,boxing,1268076310
27898,52281,attempted rape,1268327397
27898,86715,haunting,1304925796
27898,94864,Bechdel Test:Pass,1361612902
27898,95167,charming,1359743434
27898,102280,ugly,1427486230
27898,110553,Andrew Garfield,1398583755
28090,7147,alison lohman,1185229539
28195,2965,vhs,1168972844
28239,4226,disjointed timeline,1243435042
28599,54978,lucid dreaming,1292589196
28744,42728,love story,1137452261
28780,47,Brad Pitt,1271870060
28780,1580,sci-fi,1271034165
28780,7925,16th century,1289251578
28780,56174,post-apocalyptic,1270996146
28780,61240,swedish,1280095471
28780,68791,cheesy morals,1252270807
28780,69526,ridiculous,1259414519
28780,79132,Leonardo DiCaprio,1279819878
28780,80549,family relationships,1318368027
28780,84944,cowboys,1329000366
28780,85881,Paul Giamatti,1329686270
28780,87869,Jennifer Aniston,1379277376
28780,116797,Benedict Cumberbatch,1424107537
28906,69,Ice Cube,1269563393
28906,380,Eliza Dushku,1287795057
28906,555,love,1364751193
28906,1243,quirky,1281578760
28906,1597,assassin,1324783477
28906,2692,German,1388652724
28906,44861,dark comedy,1287529838
28906,53318,stopping time,1333939902
129,55280,delusion,1296939963
342,2329,racism,1346539932
342,63082,violence,1363545301
348,1123,netflix,1282667176
348,43376,netflix,1313617288
370,471,funny,1282398961
631,4306,Eddie Murphy,1359660967
964,102058,deadpool,1367201698
969,93164,suspense,1426749544
1587,1748,Post apocalyptic,1243056894
1587,3108,central park,1243055093
1588,1748,steampunk,1282958289
1678,88692,simplified history,1415436375
1678,105844,slavery,1424367887
1741,2702,murder,1178880140
1741,2804,Xmas theme,1182124283
1741,2947,murder,1177184845
1741,3334,Bogart & Bacall,1241138332
1741,3751,Aardman studios,1241137227
1741,4920,psychiatrist as protagonist,1241138787
1741,6990,writer:Michael Crichton,1238278146
1741,7087,racism,1300029804
1741,7728,see also:The Postman Always Rings Twice,1183905933
1741,8979,biographical view,1186351951
1741,25891,adapted from:play,1177810922
1741,25923,bildungsroman,1270338942
1741,30816,playwright:Andrew Lloyd Webber,1241138879
1741,31847,murder,1316697348
1741,34150,adapted from:comic,1177809103
1741,40629,adapted from:book,1183904711
1741,41566,Jesus freaks,1241137298
1741,54272,Based on a TV show,1186097999
1741,58191,torture,1204980091
1741,78490,adapted from:play,1277522986
1741,79428,painfully heteronormative,1281318639
1741,79428,punning,1281369782
1741,88810,setting:1960s,1315072898
1741,94780,setting:castle,1351990543
1741,96610,murder,1359224489
1741,106002,adapted from:book series,1383246220
1763,47,serial killer,1137351742
1763,32587,based on comic,1137350057
1966,45447,conspiracy theory,1152638476
2062,208,dystopic future,1286238259
2062,2565,musical,1285101011
2188,56339,HAUNTED BY THE PAST,1257376418
2270,60684,violence,1376862950
2274,161,Viggo Mortensen,1244557216
2274,296,John Travolta,1244555091
2274,648,less FX and more storyline please,1208581223
2274,50872,a rat in the kitcheeeeen!,1208585073
2274,61401,Eva Mendes,1244550228
2299,299,love,1403309552
2299,34048,sci-fi,1403370075
2299,48082,romance,1403300550
2611,34523,suburbia,1146480418
2702,60950,sexuality,1378544083
2702,86882,time travel,1378544013
2702,90600,Nudity (Rear - Brief),1378561532
2931,55765,Russell Crowe,1239136616
2931,64032,Vince Vaughn,1263945392
3029,65514,action,1404105286
3029,85414,time travel,1404103831
3385,63082,India,1279798488
3576,53972,hackers,1183651316
3576,65577,Boldo,1241195668
3871,47,biblical,1245317000
3871,69844,Ending,1248135877
3871,76251,funny,1272841887
3999,88701,Israel,1312543207
4087,223,crude humor,1302024266
4087,26947,drugs,1326931746
4087,60293,drugs,1352161012
4087,89804,plot holes,1336863217
4087,89804,Ryan Gosling,1336863246
4087,100244,loyalty,1379270612
4087,105355,homosexuality,1414186216
4206,4973,cult film,1352958196
4284,1220,musical,1294006477
4284,1732,cult film,1294006766
4284,4728,comedy,1295134184
4284,7163,Philip K. Dick,1298131859
4450,356,vietnam war,1248760767
4450,1203,dialogue driven,1405272034
4450,1258,insane,1139075987
4450,3074,wintry,1383107949
4450,4184,angel,1249535520
4450,5903,drugs,1413174435
4450,27815,mentor,1368027106
4450,41571,geisha,1407129145
4450,48043,immortality,1182888360
4450,50872,rats,1183878009
4450,53550,pows,1210907836
4450,58246,sad,1213341172
4450,84601,survival,1337287202
4450,85414,time travel,1337286545
4450,89904,Hollywood,1341696558
4450,90890,multiple roles,1340942442
4450,96917,drugs,1407294951
4450,102194,fugitive,1396059804
4450,106916,slow paced,1401337208
4450,112085,environmental wackos,1407731568
4660,8950,psychology,1246655005
4660,48780,twist ending,1246651128
4660,52973,Nudity (Topless),1246658544
4759,1653,visually appealing,1340235628
4812,593,Anthony Hopkins,1311295089
4812,1210,war,1314579170
4851,3994,superhero,1289756006
4910,6378,con men,1417224972
5036,247,surreal,1259965798
5036,4848,surreal,1259966067
5036,68843,no nudity,1365797275
5335,69757,artistic,1308585235
5335,83798,cinematography,1316849346
5871,70567,Hugh Dancy,1426352869
5871,85414,time travel,1419180522
6030,7074,AFI 100 (Laughs),1249405094
6206,4878,time travel,1242299964
6206,71468,alternate reality,1269014341
6431,1356,Patrick Stewart,1328613132
6431,1676,fascism,1328610975
6431,2150,Africa,1328611949
6431,2716,occult technology,1328615371
6431,4148,Ridley Scott,1328614554
6431,60684,great soundtrack,1328610747
6731,648,Tom Cruise,1145526817
6889,1178,Stanley Kubrick,1257591035
6988,1125,Inspector Clouseau (series),1253750681
6988,1884,hallucinatory,1253748836
6988,2020,Uma Thurman,1253748749
6988,7137,gambling,1254016378
6988,8910,stylized,1253754629
6988,58047,Kevin Kline,1254015391
6988,59126,topic:religion,1254015322
6988,62394,Ludacris,1254019904
7350,6539,Johnny Depp,1390226043
7434,3635,submarine,1255211805
7434,79695,too unrealistic,1289345874
7434,96737,Olivia Thirlby,1356737369
7434,102125,Don Cheadle,1377365170
7487,3075,Catherine Deneuve,1366769592
7565,1298,nazis,1424710539
7671,49272,poker,1299320555
7808,293,great acting,1248199106
7880,4361,soap opera,1137767129
7993,52973,Seen 2007,1182464753
8127,5349,Tobey Maguire,1424030538
8127,8644,intelligent,1424032127
8151,589,artificial intelligence,1277877238
8151,69481,addiction,1277876963
8465,8914,complicated,1398979040
8601,171,4th wall,1374326542
8601,8874,black comedy,1391919896
9197,508,homosexual theme,1137103132
9197,953,Christmas,1137101324
9197,1387,scary,1305521753
9197,2671,chick flick,1137103911
9197,3989,Olympics,1137104734
9197,78370,British,1308555309
9263,2712,voyeurism,1171324923
9263,48082,dreams,1173989758
9397,2571,stylized,1284313896
9815,47,mystery,1400934153
9815,224,insanity,1400937851
9815,1089,violence,1310018853
9815,1199,atmospheric,1400937310
9815,1653,Uma Thurman,1310371252
9815,1721,disaster,1311010156
9815,2076,surreal,1400934868
9815,2174,haunted house,1400938524
9815,2329,Tragedy,1310374285
9815,2657,disturbing,1400937443
9815,3863,stylized,1400935428
9815,4995,biography,1400935962
9815,6874,Crime,1310019032
10045,5305,trash,1257625817
10055,5613,campy,1138297063
10164,26770,less than 300 ratings,1232423618
10164,31903,less than 300 ratings,1232464982
10164,63113,Schizo-cam,1274139726
10514,1228,brother-brother relationship,1361218641
10514,55363,Casey Affleck,1391924244
10514,88163,Steve Carell,1399575257
10514,99813,batman,1359310175
10573,307,Three Colors trilogy,1145479991
10573,903,Hitchcock,1144969402
10573,1202,black comedy,1213896006
10573,5279,music,1144963904
10616,620,mountain climbing,1257289431
10616,2640,plot holes,1253140615
10616,8917,bizarre,1400384414
10616,52328,madness,1302590641
10616,54075,knights,1266026625
10616,54736,action,1392876508
10616,62644,classroom,1273204910
10616,68791,sequel,1245129425
10616,71282,corporations,1282940162
10616,71573,few action scenes,1259214659
10616,73868,house,1282631060
10616,74795,social commentary,1295061618
10616,77658,astronomy,1275608496
10616,84601,Liam Neeson,1315114130
10616,85022,Nudity (Full - Male),1328416051
10616,91485,Sylvester Stallone,1364710676
10616,96737,sci-fi,1356753395
10616,97752,atmospheric,1357359541
10781,1253,imdb top 250,1187154545
10809,68205,Amy Smart,1267154414
11081,1,warm,1173304052
11081,199,sweet,1171264865
