movieId,title,genres,userId,rating,timestamp
35,Carrington (1995),Drama|Romance,1532,3.0,837172470
36,Dead Man Walking (1995),Crime|Drama,18725,5.0,868815755
37,Across the Sea of Time (1995),Documentary|IMAX,118143,3.0,938480630
38,It Takes Two (1995),Children|Comedy,48541,3.0,1044836895
39,Clueless (1995),Comedy|Romance,7105,3.0,1103511463
40,"Cry, the Beloved Country (1995)",Drama,53314,4.0,833891565
41,Richard III (1995),Drama|War,10373,3.0,860255992
42,Dead Presidents (1995),Action|Crime|Drama,29913,3.0,1047277849
43,Restoration (1995),Drama,9794,3.0,938980837
44,Mortal Kombat (1995),Action|Adventure|Fantasy,20154,2.0,1173205942
45,To Die For (1995),Comedy|Drama|Thriller,17587,1.0,847323695
46,How to Make an American Quilt (1995),Drama|Romance,5604,5.0,842029561
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,5615,4.0,1177590905
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,4744,4.0,1096067670
49,When Night Is Falling (1995),Drama|Romance,159864,3.0,949001511
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1532,5.0,837172995
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,12977,3.0,861033220
53,Lamerica (1994),Adventure|Drama,62199,Gianni Amelio,1335082988
54,"Big Green, The (1995)",Children|Comedy,17382,5.0,859910901
55,Georgia (1995),Drama,34186,2.0,867363402
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,24776,1.0,961986023
57,Home for the Holidays (1995),Drama,18725,3.0,868817640
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,12024,3.0,1084845053
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,129468,1.5,1186790470
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,13622,3.0,904313934
61,Eye for an Eye (1996),Drama|Thriller,14813,2.0,1024421015
62,Mr. Holland's Opus (1995),Drama,4939,3.0,860665846
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,53314,2.0,833890651
64,Two if by Sea (1996),Comedy|Romance,2431,3.0,850146668
65,Bio-Dome (1996),Comedy,18725,2.0,868816076
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,9501,0.5,1111011979
67,Two Bits (1995),Drama,148197,perrot library,1252813125
68,French Twist (Gazon maudit) (1995),Comedy|Romance,2431,4.0,850146746
69,Friday (1995),Comedy,8596,2.5,1386565973
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,9501,3.5,1112820979
71,Fair Game (1995),Action,2627,2.0,833179312
72,Kicking and Screaming (1995),Comedy|Drama,6359,4.0,856945527
73,"Misérables, Les (1995)",Drama|War,6359,5.0,856945921
74,Bed of Roses (1996),Drama|Romance,10373,5.0,860255992
75,Big Bully (1996),Comedy|Drama,28842,1.0,1111612937
76,Screamers (1995),Action|Sci-Fi|Thriller,10373,5.0,860256043
77,Nico Icon (1995),Documentary,116939,3.5,1054920128
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,5870,4.0,947455267
79,"Juror, The (1996)",Drama|Thriller,10373,4.0,860255867
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,48541,4.0,1044837965
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,6359,3.0,856780739
82,Antonia's Line (Antonia) (1995),Comedy|Drama,38245,4.0,864403634
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,101404,3.0,997906427
85,Angels and Insects (1995),Drama|Romance,6359,4.0,856780767
86,White Squall (1996),Action|Adventure|Drama,2431,4.0,850146699
87,Dunston Checks In (1996),Children|Comedy,7105,2.5,1103514681
88,Black Sheep (1996),Comedy,9501,3.0,1112820925
89,Nick of Time (1995),Action|Thriller,17587,3.0,847324248
92,Mary Reilly (1996),Drama|Horror|Thriller,2627,2.0,849716596
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,17587,2.0,847324037
94,Beautiful Girls (1996),Comedy|Drama|Romance,6359,3.0,856780689
95,Broken Arrow (1996),Action|Adventure|Thriller,11422,2.0,935329605
96,In the Bleak Midwinter (1995),Comedy|Drama,142277,4.0,828586008
97,"Hate (Haine, La) (1995)",Crime|Drama,8595,4.5,1375052096
98,Shopping (1994),Action|Thriller,21096,directorial debut,1207133904
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,6359,4.0,856780689
100,City Hall (1996),Drama|Thriller,6359,3.0,856780637
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,12024,5.0,1085960561
102,Mr. Wrong (1996),Comedy,5870,2.0,947455713
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,6359,3.0,856780842
104,Happy Gilmore (1996),Comedy,11526,3.5,1491200473
105,"Bridges of Madison County, The (1995)",Drama|Romance,5615,3.0,1178012922
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,17179,5.0,952906456
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,6286,4.0,1292233027
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,48541,4.0,1078610243
110,Braveheart (1995),Action|Drama|War,5870,2.0,947453704
111,Taxi Driver (1976),Crime|Drama|Thriller,6359,5.0,856781511
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,4939,4.0,860665924
113,Before and After (1996),Drama|Mystery,12847,1.0,1002671489
114,Margaret's Museum (1995),Drama,48541,5.0,1044213941
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,84824,12/10,1292694829
116,Anne Frank Remembered (1995),Documentary,133734,5.0,980709771
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,6359,4.0,856780903
118,If Lucy Fell (1996),Comedy|Romance,6359,3.0,856780883
119,"Steal Big, Steal Little (1995)",Comedy,88370,2.0,848921343
120,Race the Sun (1996),Adventure|Comedy|Drama,54453,5.0,974513647
121,"Boys of St. Vincent, The (1992)",Drama,6359,3.0,856945694
122,Boomerang (1992),Comedy|Romance,20198,3.0,840534783
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,17228,3.5,1209321506
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,65006,4.0,891440962
125,Flirting With Disaster (1996),Comedy,12024,3.0,1085960187
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,29851,3.0,945483399
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,6550,woman director,1527401264
128,Jupiter's Wife (1994),Documentary,48541,5.0,1043381002
129,Pie in the Sky (1996),Comedy|Romance,122236,Nudity (Topless - Notable),1158732602
130,Angela (1995),Drama,6550,woman director,1527400670
131,Frankie Starlight (1995),Drama|Romance,76419,2.0,976828046
132,Jade (1995),Thriller,2627,3.0,833179070
133,Nueba Yol (1995),Comedy|Drama,6550,new york,1527282152
134,Sonic Outlaws (1995),Documentary,757,illegal art,1184949668
135,Down Periscope (1996),Comedy,637,3.0,856082615
136,From the Journals of Jean Seberg (1995),Documentary,18628,tragedy,1159810075
137,Man of the Year (1995),Documentary,117822,5.0,876232778
138,"Neon Bible, The (1995)",Drama,6550,based on novel or book,1528588768
140,Up Close and Personal (1996),Drama|Romance,2431,4.0,850146557
141,"Birdcage, The (1996)",Comedy,20198,4.0,840531003
143,Gospa (1995),Drama,6550,apparition,1527221324
144,"Brothers McMullen, The (1995)",Comedy,5604,3.0,842029522
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,14992,3.0,1091495532
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,62227,4.0,833907586
147,"Basketball Diaries, The (1995)",Drama,18725,3.0,868817776
148,"Awfully Big Adventure, An (1995)",Drama,146419,2.0,942665835
149,Amateur (1994),Crime|Drama|Thriller,59592,2.0,836278356
150,Apollo 13 (1995),Adventure|Drama|IMAX,9501,4.0,1111012233
151,Rob Roy (1995),Action|Drama|Romance|War,18220,4.0,943002592
152,"Addiction, The (1995)",Drama|Horror,6359,3.0,856780957
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,16228,3.0,847819355
154,Beauty of the Day (Belle de jour) (1967),Drama,15300,2.0,1002808891
155,Beyond Rangoon (1995),Adventure|Drama|War,29851,3.0,1050881496
156,Blue in the Face (1995),Comedy|Drama,6359,3.0,856780822
157,Canadian Bacon (1995),Comedy|War,2627,3.0,833179281
158,Casper (1995),Adventure|Children,13265,3.0,837380956
159,Clockers (1995),Crime|Drama|Mystery,6359,3.0,856945740
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,957,3.0,848350804
161,Crimson Tide (1995),Drama|Thriller|War,4552,4.0,836931764
162,Crumb (1994),Documentary,1532,3.0,837170234
163,Desperado (1995),Action|Romance|Western,17587,3.0,847323678
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,15300,3.0,940930004
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,15312,4.0,1198792381
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,9501,3.5,1112821215
167,Feast of July (1995),Drama,94302,Last Words connection,1140363310
168,First Knight (1995),Action|Drama|Romance,10373,4.0,860256119
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,20198,3.0,840534481
170,Hackers (1995),Action|Adventure|Crime|Thriller,1555,3.0,1234246601
171,Jeffrey (1995),Comedy|Drama,44202,4.5,1219128523
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,16194,3.0,1275134591
173,Judge Dredd (1995),Action|Crime|Sci-Fi,3616,1.0,1069815960
174,Jury Duty (1995),Comedy,29851,3.0,945488126
175,Kids (1995),Drama,6359,3.0,856781840
176,Living in Oblivion (1995),Comedy,6359,4.0,856781797
177,Lord of Illusions (1995),Horror,2627,3.0,833179070
178,Love & Human Remains (1993),Comedy|Drama,146419,4.0,942250161
179,Mad Love (1995),Drama|Romance,7973,1.0,833190176
180,Mallrats (1995),Comedy|Romance,5870,1.0,947454685
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,7105,0.5,1103514692
182,Moonlight and Valentino (1995),Drama|Romance,58672,5.0,854046075
183,Mute Witness (1994),Comedy|Horror|Thriller,102025,2.0,835833680
184,Nadja (1994),Drama,29851,3.0,945486154
185,"Net, The (1995)",Action|Crime|Thriller,7105,4.0,1103515479
186,Nine Months (1995),Comedy|Romance,7973,3.0,833189760
187,Party Girl (1995),Comedy,9501,3.5,1112820728
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,14992,1.5,1090985621
189,Reckless (1995),Comedy|Fantasy,43286,3.0,833033687
190,Safe (1995),Thriller,5870,2.0,947457697
191,"Scarlet Letter, The (1995)",Drama|Romance,10373,5.0,860256159
193,Showgirls (1995),Drama,18705,3.5,1275252016
194,Smoke (1995),Comedy|Drama,6359,3.0,856945383
195,Something to Talk About (1995),Comedy|Drama|Romance,20198,3.0,840545323
196,Species (1995),Horror|Sci-Fi,16194,4.0,1275134583
197,"Stars Fell on Henrietta, The (1995)",Drama,70092,CLV,1427742923
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,15300,3.0,940789284
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,12952,5.0,1531381652
200,"Tie That Binds, The (1995)",Thriller,109527,1.0,974939798
201,Three Wishes (1995),Drama|Fantasy,62227,3.0,833908056
202,Total Eclipse (1995),Drama|Romance,25945,3.5,1500352351
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,2627,1.0,833178881
204,Under Siege 2: Dark Territory (1995),Action,11526,4.0,1491200536
205,Unstrung Heroes (1995),Comedy|Drama,73065,4.0,832101649
206,Unzipped (1995),Documentary,8222,4.0,939150436
207,"Walk in the Clouds, A (1995)",Drama|Romance,39149,5.0,839881694
208,Waterworld (1995),Action|Adventure|Sci-Fi,1597,2.0,831639201
209,White Man's Burden (1995),Drama,17587,3.0,847324564
210,Wild Bill (1995),Western,146419,3.0,942407674
211,"Browning Version, The (1994)",Drama,56963,4.0,974710878
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,92944,3.0,847440496
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1532,4.0,837170329
214,Before the Rain (Pred dozhdot) (1994),Drama|War,6359,3.0,856781965
215,Before Sunrise (1995),Drama|Romance,12024,3.5,1084844957
216,Billy Madison (1995),Comedy,5402,3.5,1462248112
217,"Babysitter, The (1995)",Drama|Thriller,20198,3.0,840548105
218,Boys on the Side (1995),Comedy|Drama,20198,4.0,840533601
219,"Cure, The (1995)",Drama,73065,3.0,849001002
220,Castle Freak (1995),Horror,52190,2.0,1456240458
222,Circle of Friends (1995),Drama|Romance,20198,4.0,840534321
223,Clerks (1994),Comedy,6845,4.5,1139419061
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,9501,4.0,1112820533
225,Disclosure (1994),Drama|Thriller,7973,3.0,833189690
226,Dream Man (1995),Thriller,6550,psychic,1527401020
227,Drop Zone (1994),Action|Thriller,5615,2.5,1177589954
228,Destiny Turns on the Radio (1995),Comedy,60332,3.0,834150793
229,Death and the Maiden (1994),Drama|Thriller,32431,3.0,1453077014
230,Dolores Claiborne (1995),Drama|Thriller,20198,4.0,840533376
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,14928,4.0,838193896
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,5615,4.0,1177589834
233,Exotica (1994),Drama,6359,3.0,856781964
234,Exit to Eden (1994),Comedy,2627,3.0,833178881
235,Ed Wood (1994),Comedy|Drama,2627,2.0,833178672
236,French Kiss (1995),Action|Comedy|Romance,20608,0.5,1239382730
237,Forget Paris (1995),Comedy|Romance,2627,3.0,833178814
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,39149,3.0,839882107
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,7105,2.5,1103514602
240,Hideaway (1995),Thriller,2627,2.0,833179439
241,Fluke (1995),Children|Drama,62227,3.0,833907676
242,Farinelli: il castrato (1994),Drama|Musical,6470,4.0,1030374561
243,Gordy (1995),Children|Comedy|Fantasy,18220,3.0,943271502
244,Gumby: The Movie (1995),Animation|Children,52401,4.0,835219283
245,The Glass Shield (1994),Crime|Drama,52190,2.5,1456239834
246,Hoop Dreams (1994),Documentary,321,4.0,1540564754
247,Heavenly Creatures (1994),Crime|Drama,6470,5.0,1030203893
248,Houseguest (1994),Comedy,17382,5.0,859910790
249,Immortal Beloved (1994),Drama|Romance,17587,5.0,847323857
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,39149,1.0,839882197
251,"Hunted, The (1995)",Action,29851,3.0,945057211
252,I.Q. (1994),Comedy|Romance,20154,3.0,1173205828
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,833,3.0,1467557460
254,Jefferson in Paris (1995),Drama,53314,4.0,833891008
255,"Jerky Boys, The (1995)",Comedy,20198,3.0,840546457
256,Junior (1994),Comedy|Sci-Fi,17382,5.0,859910735
257,Just Cause (1995),Mystery|Thriller,2627,3.0,833178914
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,15312,3.5,1121424548
259,Kiss of Death (1995),Crime|Drama|Thriller,53314,3.0,833889525
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,8596,4.5,1386567363
261,Little Women (1994),Drama,20198,3.0,840531069
262,"Little Princess, A (1995)",Children|Drama,7105,5.0,1103514481
263,Ladybird Ladybird (1994),Drama,101404,4.0,974753272
264,"Enfer, L' (1994)",Drama,50608,3.0,1073038468
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,6470,5.0,1030204036
266,Legends of the Fall (1994),Drama|Romance|War|Western,12227,4.0,840001428
267,Major Payne (1995),Comedy,29851,4.0,945486994
268,Little Odessa (1994),Crime|Drama,109995,4.0,828451168
269,My Crazy Life (Mi vida loca) (1993),Drama,53314,3.0,833891565
270,Love Affair (1994),Drama|Romance,53314,3.0,833889931
271,Losing Isaiah (1995),Drama,43286,3.0,833032986
272,"Madness of King George, The (1994)",Comedy|Drama,1532,3.0,837170623
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,5870,3.0,947455178
274,Man of the House (1995),Comedy,17382,3.0,859910814
275,Mixed Nuts (1994),Comedy,54453,3.0,974512796
276,Milk Money (1994),Comedy|Romance,7105,3.0,1103564956
277,Miracle on 34th Street (1994),Drama,5187,4.0,833929723
278,Miami Rhapsody (1995),Comedy,2627,3.0,833179218
279,My Family (1995),Drama,60332,5.0,834150137
280,Murder in the First (1995),Drama|Thriller,10373,4.0,860256159
281,Nobody's Fool (1994),Comedy|Drama|Romance,1597,4.0,831639508
282,Nell (1994),Drama,20198,5.0,840530503
283,New Jersey Drive (1995),Crime|Drama,75723,4.0,849264533
285,Beyond Bedlam (1993),Drama|Horror,102025,4.0,835833680
286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller,53252,fbb,1352419948
287,Nina Takes a Lover (1994),Comedy|Romance,100304,2.0,1046917980
288,Natural Born Killers (1994),Action|Crime|Thriller,11422,5.0,935329997
289,Only You (1994),Comedy|Romance,14813,4.0,1024419088
290,Once Were Warriors (1994),Crime|Drama,4552,3.0,836932067
292,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,833,2.0,1467574472
293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,14774,5.0,1489551627
294,"Perez Family, The (1995)",Comedy|Romance,5187,3.0,833930347
295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance,60332,3.0,834150880
296,Pulp Fiction (1994),Comedy|Crime|Drama|Thriller,205,3.0,832882706
297,Panther (1995),Drama,6550,black panthers,1528589879
298,Pushing Hands (Tui shou) (1992),Drama,159380,3.0,1177926918
299,Priest (1994),Drama,6359,3.0,856781648
300,Quiz Show (1994),Drama,1205,3.0,838578483
301,Picture Bride (Bijo photo) (1994),Drama|Romance,26367,3.0,958989879
302,"Queen Margot (Reine Margot, La) (1994)",Drama|Romance,32431,3.0,1453076987
303,"Quick and the Dead, The (1995)",Action|Thriller|Western,2627,3.0,833178914
304,Roommates (1995),Comedy|Drama,53314,3.0,833890737
305,Ready to Wear (Pret-A-Porter) (1994),Comedy,32431,2.5,1453076988
306,Three Colors: Red (Trois couleurs: Rouge) (1994),Drama,20154,4.0,1359311793
307,Three Colors: Blue (Trois couleurs: Bleu) (1993),Drama,18681,5.0,1111490977
308,Three Colors: White (Trzy kolory: Bialy) (1994),Comedy|Drama,12952,5.0,1549785377
309,"Red Firecracker, Green Firecracker (Pao Da Shuang Deng) (1994)",Drama,5187,3.0,833930794
310,Rent-a-Kid (1995),Comedy,5402,4.0,1462250893
311,Relative Fear (1994),Horror|Thriller,102025,3.0,835833728
312,Stuart Saves His Family (1995),Comedy,39149,4.0,839882061
313,"Swan Princess, The (1994)",Animation|Children,39786,3.0,836586355
314,"Secret of Roan Inish, The (1994)",Children|Drama|Fantasy|Mystery,16979,4.0,1133969556
315,"Specialist, The (1994)",Action|Drama|Thriller,3616,3.5,1069816026
316,Stargate (1994),Action|Adventure|Sci-Fi,10748,3.0,845639912
317,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,1205,5.0,838578658
318,"Shawshank Redemption, The (1994)",Crime|Drama,12952,4.0,1531779983
319,Shallow Grave (1994),Comedy|Drama|Thriller,7240,5.0,1378465605
320,Suture (1993),Film-Noir|Thriller,76419,4.0,974842615
321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama,1532,4.0,837170659
322,Swimming with Sharks (1995),Comedy|Drama,35382,3.0,833652122
324,"Sum of Us, The (1994)",Comedy|Drama,54065,4.0,983844807
325,National Lampoon's Senior Trip (1995),Comedy,28842,3.0,1111610884
326,To Live (Huozhe) (1994),Drama,5187,4.0,833930606
327,Tank Girl (1995),Action|Comedy|Sci-Fi,9501,3.5,1111011597
328,Tales from the Crypt Presents: Demon Knight (1995),Horror|Thriller,11093,2.0,1164953863
329,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,9501,3.5,1111181578
330,Tales from the Hood (1995),Action|Crime|Horror,29851,3.0,945487790
331,Tom & Viv (1994),Drama,60332,4.0,834150671
332,Village of the Damned (1995),Horror|Sci-Fi,2627,3.0,833179193
333,Tommy Boy (1995),Comedy,20198,4.0,840531187
334,Vanya on 42nd Street (1994),Drama,18457,3.0,849693981
335,Underneath (1995),Mystery|Thriller,107476,5.0,833413575
336,"Walking Dead, The (1995)",Drama|War,75723,3.0,849264433
337,What's Eating Gilbert Grape (1993),Drama,1597,5.0,831639325
338,Virtuosity (1995),Action|Sci-Fi|Thriller,20198,3.0,840534545
339,While You Were Sleeping (1995),Comedy|Romance,1205,5.0,838578416
340,"War, The (1994)",Adventure|Drama|War,2043,4.5,1215928498
341,Double Happiness (1994),Drama,56963,4.0,974709484
342,Muriel's Wedding (1994),Comedy,6470,5.0,1030204009
343,"Baby-Sitters Club, The (1995)",Children,5402,3.0,1463782865
344,Ace Ventura: Pet Detective (1994),Comedy,21230,4.5,1480793729
345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,1597,3.0,835715486
346,Backbeat (1993),Drama|Musical,26367,2.0,953880787
347,Bitter Moon (1992),Drama|Film-Noir|Romance,32431,3.5,1453077026
348,Bullets Over Broadway (1994),Comedy,17179,3.0,954004072
349,Clear and Present Danger (1994),Action|Crime|Drama|Thriller,13350,4.0,1496467939
350,"Client, The (1994)",Drama|Mystery|Thriller,16228,4.0,847819565
351,"Corrina, Corrina (1994)",Comedy|Drama|Romance,39786,3.0,836584799
352,Crooklyn (1994),Comedy|Drama,1597,4.0,831639791
353,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,17587,5.0,847323573
354,Cobb (1994),Drama,16979,4.5,1133969752
355,"Flintstones, The (1994)",Children|Comedy|Fantasy,18681,0.5,1111490753
356,Forrest Gump (1994),Comedy|Drama|Romance|War,2214,5.0,846587973
357,Four Weddings and a Funeral (1994),Comedy|Romance,13042,5.0,938777593
358,Higher Learning (1995),Drama,10373,3.0,860256159
359,I Like It Like That (1994),Comedy|Drama|Romance,60332,4.0,834151355
360,I Love Trouble (1994),Action|Comedy,14813,4.0,1024422289
361,It Could Happen to You (1994),Comedy|Drama|Romance,15312,4.0,1121425879
362,"Jungle Book, The (1994)",Adventure|Children|Romance,20198,4.0,840534438
363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary,18220,3.0,993662659
364,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,18725,3.0,868817551
365,Little Buddha (1993),Drama,32431,2.5,1453076988
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",Drama|Horror|Mystery|Thriller,16567,4.0,839149223
367,"Mask, The (1994)",Action|Comedy|Crime|Fantasy,16389,4.5,1295993398
368,Maverick (1994),Adventure|Comedy|Western,16567,4.0,839148871
369,Mrs. Parker and the Vicious Circle (1994),Drama,59592,4.0,836552538
370,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,16567,2.0,839148904
371,"Paper, The (1994)",Comedy|Drama,16567,2.0,839149034
372,Reality Bites (1994),Comedy|Drama|Romance,18477,4.0,1225333110
373,Red Rock West (1992),Thriller,13042,4.0,938777482
374,Richie Rich (1994),Children|Comedy,17382,4.0,859910838
375,Safe Passage (1994),Drama,91348,3.0,850279738
376,"River Wild, The (1994)",Action|Thriller,12977,3.0,861033336
377,Speed (1994),Action|Romance|Thriller,11422,3.0,935329432
378,Speechless (1994),Comedy|Romance,18220,3.0,943002451
379,Timecop (1994),Action|Sci-Fi|Thriller,5615,2.5,1177589977
380,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,11526,4.0,1491200082
381,When a Man Loves a Woman (1994),Drama|Romance,7973,4.0,833190341
382,Wolf (1994),Drama|Horror|Romance|Thriller,2627,3.0,833180487
383,Wyatt Earp (1994),Western,20198,3.0,840534783
384,Bad Company (1995),Action|Crime|Drama,17587,3.0,847324591
385,"Man of No Importance, A (1994)",Drama,6550,friendship,1528349250
386,S.F.W. (1994),Drama,105969,2.0,1053924644
387,"Low Down Dirty Shame, A (1994)",Action|Comedy,29851,3.0,945057121
388,Boys Life (1995),Drama,159864,4.0,949001148
389,"Colonel Chabert, Le (1994)",Drama|Romance|War,62199,Yves Angelo,1323686760
390,Faster Pussycat! Kill! Kill! (1965),Action|Crime|Drama,8222,4.0,939149868
391,Jason's Lyric (1994),Crime|Drama,60332,3.0,834151264
392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Animation,26367,3.0,953878455
393,Street Fighter (1994),Action|Adventure|Fantasy,8476,5.0,1461031545
394,Coldblooded (1995),Comedy,140838,Jason Priestley,1485199394
395,Desert Winds (1995),Drama|Fantasy|Romance,106897,less than 300 ratings,1203433417
396,Fall Time (1995),Drama,6550,independent film,1527374136
397,"Fear, The (1995)",Horror,109527,2.0,974934255
398,Frank and Ollie (1995),Documentary,52190,3.0,1457199563
399,Girl in the Cadillac (1995),Drama,6550,cadillac,1527219978
400,Homage (1995),Drama,6550,tragic event,1527374050
